,Name,City,Country,IATA,Lat,Long,city_population,country_population,country_density,source_airport,destination_flights,flights_coefficient
269,Sfax Thyna International Airport,Sfax,Tunisia,SFA,34.71799850463867,10.690999984741213,9111.0,11694719.0,71.4792,SFA,8.0,1138.7583052479538
270,Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,33.939701080322266,8.110560417175293,20498.0,11694719.0,71.4792,TOE,18.0,1138.7583052479538
272,Lomé-Tokoin Airport,Lome,Togo,LFW,6.165609836578369,1.2545100450515747,1827878.0,8082366.0,142.3328,LFW,406.0,4502.162561576355
273,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,51.1893997192,4.46027994156,10112.0,11539328.0,377.9916,ANR,44.0,229.80770902767713
274,Brussels Airport,Brussels,Belgium,BRU,50.9014015198,4.48443984985,2080788.0,11539328.0,377.9916,BRU,12848.0,229.80770902767713
275,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,50.459202000000005,4.4538199999999994,413429.0,11539328.0,377.9916,CRL,756.0,229.80770902767713
277,Liège Airport,Liege,Belgium,LGG,50.63740158081055,5.443220138549805,677589.0,11539328.0,377.9916,LGG,198.0,229.80770902767713
278,Ostend-Bruges International Airport,Ostend,Belgium,OST,51.1988983154,2.8622200489,5056.0,11539328.0,377.9916,OST,22.0,229.80770902767713
287,Berlin-Schönefeld Airport,Berlin,Germany,SXF,52.380001,13.5225,3562038.0,83517045.0,233.8666,SXF,1828.0,198.32736336569283
288,Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.767200469970703,135855.0,83517045.0,233.8666,DRS,685.0,198.32736336569283
289,Erfurt Airport,Erfurt,Germany,ERF,50.97980117797852,10.958100318908691,26180.0,83517045.0,233.8666,ERF,132.0,198.32736336569283
290,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,777156.0,83517045.0,233.8666,FRA,26199.0,198.32736336569283
291,Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875,65845.0,83517045.0,233.8666,FMO,332.0,198.32736336569283
292,Hamburg Airport,Hamburg,Germany,HAM,53.630401611328,9.988229751586902,1789954.0,83517045.0,233.8666,HAM,8629.0,198.32736336569283
294,Cologne Bonn Airport,Cologne,Germany,CGN,50.8658981323,7.1427397728,1118789.0,83517045.0,233.8666,CGN,5217.0,198.32736336569283
295,Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.766780000000001,2364063.0,83517045.0,233.8666,DUS,11920.0,198.32736336569283
296,Munich Airport,Munich,Germany,MUC,48.353802,11.7861,1538302.0,83517045.0,233.8666,MUC,20037.0,198.32736336569283
297,Nuremberg Airport,Nuernberg,Germany,NUE,49.498699,11.078056,260404.0,83517045.0,233.8666,NUE,1313.0,198.32736336569283
298,Leipzig/Halle Airport,Leipzig,Germany,LEJ,51.423889,12.236389,591052.0,83517045.0,233.8666,LEJ,699.0,198.32736336569283
299,Saarbrücken Airport,Saarbruecken,Germany,SCN,49.2145996094,7.10950994492,39269.0,83517045.0,233.8666,SCN,198.0,198.32736336569283
300,Stuttgart Airport,Stuttgart,Germany,STR,48.6898994446,9.22196006775,632692.0,83517045.0,233.8666,STR,5547.0,198.32736336569283
301,Berlin-Tegel Airport,Berlin,Germany,TXL,52.5597,13.2877,3562038.0,83517045.0,233.8666,TXL,15642.0,198.32736336569283
302,Hannover Airport,Hannover,Germany,HAJ,52.461101532,9.68507957458,536976.0,83517045.0,233.8666,HAJ,2246.0,198.32736336569283
303,Bremen Airport,Bremen,Germany,BRE,53.0475006104,8.78666973114,565354.0,83517045.0,233.8666,BRE,914.0,198.32736336569283
305,Frankfurt-Hahn Airport,Hahn,Germany,HHN,49.9487,7.263889999999999,25585.0,83517045.0,233.8666,HHN,129.0,198.32736336569283
306,Mannheim-City Airport,Mannheim,Germany,MHG,49.473057,8.514167,331670.0,83517045.0,233.8666,MHG,64.0,198.32736336569283
309,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,53.5352783203125,9.835556030273438,1789954.0,83517045.0,233.8666,XFW,22.0,198.32736336569283
311,Lübeck Blankensee Airport,Luebeck,Germany,LBC,53.805400848400005,10.7192001343,17453.0,83517045.0,233.8666,LBC,88.0,198.32736336569283
315,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,51.614101409899995,8.616319656369999,25386.0,83517045.0,233.8666,PAD,128.0,198.32736336569283
316,Dortmund Airport,Dortmund,Germany,DTM,51.518299102799986,7.61223983765,589600.0,83517045.0,233.8666,DTM,617.0,198.32736336569283
317,Augsburg Airport,Augsburg,Germany,AGB,48.425278000000006,10.931667,4364.0,83517045.0,233.8666,AGB,22.0,198.32736336569283
320,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,47.671298980699994,9.511489868160002,56722.0,83517045.0,233.8666,FDH,286.0,198.32736336569283
325,Zweibrücken Airport,Zweibruecken,Germany,ZQW,49.2094,7.40056,21817.0,83517045.0,233.8666,ZQW,110.0,198.32736336569283
328,Kassel-Calden Airport,Kassel,Germany,KSF,51.417273,9.384967,8727.0,83517045.0,233.8666,KSF,44.0,198.32736336569283
335,Westerland Sylt Airport,Westerland,Germany,GWT,54.9132003784,8.34047031403,6545.0,83517045.0,233.8666,GWT,33.0,198.32736336569283
337,Kuressaare Airport,Kuressaare,Estonia,URE,58.22990036010742,22.50950050354004,21299.0,1325648.0,29.311,URE,49.0,434.67313712085775
339,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,59.41329956049999,24.8327999115,555947.0,1325648.0,29.311,TLL,1279.0,434.67313712085775
340,Tartu Airport,Tartu,Estonia,TAY,58.30749893189999,26.6903991699,21734.0,1325648.0,29.311,TAY,50.0,434.67313712085775
344,Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.317199707031,24.963300704956,1304851.0,5532156.0,16.3468,HEL,9028.0,178.78521012053426
347,Ivalo Airport,Ivalo,Finland,IVL,68.607299804688,27.405300140381,7867.0,5532156.0,16.3468,IVL,44.0,178.78521012053426
348,Joensuu Airport,Joensuu,Finland,JOE,62.662899017334006,29.607500076294,21455.0,5532156.0,16.3468,JOE,120.0,178.78521012053426
349,Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.399501800537,25.678300857544,38439.0,5532156.0,16.3468,JYV,215.0,178.78521012053426
351,Kemi-Tornio Airport,Kemi,Finland,KEM,65.778701782227,24.582099914551,20382.0,5532156.0,16.3468,KEM,114.0,178.78521012053426
352,Kajaani Airport,Kajaani,Finland,KAJ,64.285499572754,27.692399978638,8940.0,5532156.0,16.3468,KAJ,50.0,178.78521012053426
354,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.721199035645,23.143100738525,20382.0,5532156.0,16.3468,KOK,114.0,178.78521012053426
355,Kuusamo Airport,Kuusamo,Finland,KAO,65.98760223388699,29.239400863647,12694.0,5532156.0,16.3468,KAO,71.0,178.78521012053426
356,Kittilä Airport,Kittila,Finland,KTT,67.700996398926,24.846799850464,50418.0,5532156.0,16.3468,KTT,282.0,178.78521012053426
357,Kuopio Airport,Kuopio,Finland,KUO,63.007099151611,27.797800064087,28427.0,5532156.0,16.3468,KUO,159.0,178.78521012053426
359,Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743,11800.0,5532156.0,16.3468,LPP,66.0,178.78521012053426
360,Mariehamn Airport,Mariehamn,Finland,MHQ,60.122200012207,19.898199081421,19131.0,5532156.0,16.3468,MHQ,107.0,178.78521012053426
362,Oulu Airport,Oulu,Finland,OUL,64.930099487305,25.354600906372,129083.0,5532156.0,16.3468,OUL,722.0,178.78521012053426
363,Pori Airport,Pori,Finland,POR,61.46170043945301,21.799999237061,12873.0,5532156.0,16.3468,POR,72.0,178.78521012053426
364,Rovaniemi Airport,Rovaniemi,Finland,RVN,66.564796447754,25.830400466919,70442.0,5532156.0,16.3468,RVN,394.0,178.78521012053426
365,Savonlinna Airport,Savonlinna,Finland,SVL,61.943099975586,28.945100784302,14303.0,5532156.0,16.3468,SVL,80.0,178.78521012053426
367,Tampere-Pirkkala Airport,Tampere,Finland,TMP,61.414100646973,23.604400634766,341582.0,5532156.0,16.3468,TMP,181.0,178.78521012053426
368,Turku Airport,Turku,Finland,TKU,60.514099121094,22.262800216675,37903.0,5532156.0,16.3468,TKU,212.0,178.78521012053426
370,Vaasa Airport,Vaasa,Finland,VAA,63.050701141357,21.762199401855,33970.0,5532156.0,16.3468,VAA,190.0,178.78521012053426
373,Belfast International Airport,Belfast,United Kingdom,BFS,54.6575012207,-6.21582984924,630632.0,67530172.0,278.0164,BFS,1276.0,573.3936173394615
375,George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921264648,-5.872499942779541,630632.0,67530172.0,278.0164,BHD,1612.0,573.3936173394615
376,City of Derry Airport,Londonderry,United Kingdom,LDY,55.04280090332031,-7.161109924316406,13762.0,67530172.0,278.0164,LDY,24.0,573.3936173394615
377,Birmingham International Airport,Birmingham,United Kingdom,BHX,52.4538993835,-1.7480299472799998,842065.0,67530172.0,278.0164,BHX,4035.0,573.3936173394615
379,Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937133789,-2.1672201156616206,12615.0,67530172.0,278.0164,GLO,22.0,573.3936173394615
381,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873046875,-2.2749500274658203,2730076.0,67530172.0,278.0164,MAN,9586.0,573.3936173394615
382,Newquay Cornwall Airport,Newquai,United Kingdom,NQY,50.44060134887695,-4.995409965515137,40711.0,67530172.0,278.0164,NQY,71.0,573.3936173394615
386,Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181274414,-3.343329906463623,477627.0,67530172.0,278.0164,CWL,563.0,573.3936173394615
388,Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909,686210.0,67530172.0,278.0164,BRS,2085.0,573.3936173394615
389,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909057617,-2.849720001220703,901708.0,67530172.0,278.0164,LPL,1251.0,573.3936173394615
390,London Luton Airport,London,United Kingdom,LTN,51.87469863891602,-0.3683330118656158,9304016.0,67530172.0,278.0164,LTN,2560.0,573.3936173394615
392,Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999877929688,-1.8424999713897705,505687.0,67530172.0,278.0164,BOH,69.0,573.3936173394615
393,Southampton Airport,Southampton,United Kingdom,SOU,50.95029830932617,-1.3567999601364136,927916.0,67530172.0,278.0164,SOU,1343.0,573.3936173394615
397,London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278,9304016.0,67530172.0,278.0164,LGW,13135.0,573.3936173394615
398,London City Airport,London,United Kingdom,LCY,51.505299,0.0552779999999999,9304016.0,67530172.0,278.0164,LCY,5079.0,573.3936173394615
401,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,9304016.0,67530172.0,278.0164,LHR,43408.0,573.3936173394615
402,Southend Airport,Southend,United Kingdom,SEN,51.5713996887207,0.6955559849739075,130734.0,67530172.0,278.0164,SEN,228.0,573.3936173394615
406,Blackpool International Airport,Blackpool,United Kingdom,BLK,53.77170181274414,-3.0286099910736084,113532.0,67530172.0,278.0164,BLK,198.0,573.3936173394615
407,Humberside Airport,Humberside,United Kingdom,HUY,53.57440185546875,-0.350832998752594,130161.0,67530172.0,278.0164,HUY,227.0,573.3936173394615
409,Leeds Bradford Airport,Leeds,United Kingdom,LBA,53.86589813232422,-1.6605700254440308,624426.0,67530172.0,278.0164,LBA,1089.0,573.3936173394615
411,Hawarden Airport,Hawarden,United Kingdom,CEG,53.1781005859375,-2.977780103683472,25230.0,67530172.0,278.0164,CEG,44.0,573.3936173394615
412,Isle of Man Airport,Isle Of Man,Isle of Man,IOM,54.08330154418945,-4.623889923095703,243852.0,84584.0,147.8741,IOM,561.0,434.67313712085775
413,Newcastle Airport,Newcastle,United Kingdom,NCL,55.037498474121094,-1.6916699409484863,450360.0,67530172.0,278.0164,NCL,1931.0,573.3936173394615
414,Durham Tees Valley Airport,Teesside,United Kingdom,MME,54.50920104980469,-1.4294099807739258,117546.0,67530172.0,278.0164,MME,205.0,573.3936173394615
415,East Midlands Airport,East Midlands,United Kingdom,EMA,52.8311004639,-1.32806003094,544724.0,67530172.0,278.0164,EMA,950.0,573.3936173394615
416,Kirkwall Airport,Kirkwall,United Kingdom,KOI,58.957801818847656,-2.9049999713897705,224197.0,67530172.0,278.0164,KOI,391.0,573.3936173394615
417,Sumburgh Airport,Sumburgh,United Kingdom,LSI,59.87889862060547,-1.295560002326965,120987.0,67530172.0,278.0164,LSI,211.0,573.3936173394615
418,Wick Airport,Wick,United Kingdom,WIC,58.45890045166016,-3.09306001663208,24656.0,67530172.0,278.0164,WIC,43.0,573.3936173394615
419,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,57.20190048217773,-2.1977798938751216,1712727.0,67530172.0,278.0164,ABZ,2987.0,573.3936173394615
420,Inverness Airport,Inverness,United Kingdom,INV,57.54249954223633,-4.047500133514403,185207.0,67530172.0,278.0164,INV,323.0,573.3936173394615
421,Glasgow International Airport,Glasgow,United Kingdom,GLA,55.8718986511,-4.43306016922,1673332.0,67530172.0,278.0164,GLA,3371.0,573.3936173394615
422,Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076293945,-3.372499942779541,536775.0,67530172.0,278.0164,EDI,5771.0,573.3936173394615
423,Islay Airport,Islay,United Kingdom,ILY,55.68190002441406,-6.256669998168945,28097.0,67530172.0,278.0164,ILY,49.0,573.3936173394615
424,Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,55.5093994140625,-4.586669921875,29244.0,67530172.0,278.0164,PIK,51.0,573.3936173394615
425,Benbecula Airport,Benbecula,United Kingdom,BEB,57.48109817504883,-7.362780094146728,39565.0,67530172.0,278.0164,BEB,69.0,573.3936173394615
427,Dundee Airport,Dundee,United Kingdom,DND,56.45249938964844,-3.0258300304412837,25230.0,67530172.0,278.0164,DND,44.0,573.3936173394615
428,Stornoway Airport,Stornoway,United Kingdom,SYY,58.215599060058594,-6.3311100006103525,120987.0,67530172.0,278.0164,SYY,211.0,573.3936173394615
429,Tiree Airport,Tiree,United Kingdom,TRE,56.49919891357422,-6.869170188903809,27523.0,67530172.0,278.0164,TRE,48.0,573.3936173394615
433,Norwich International Airport,Norwich,United Kingdom,NWI,52.675800323500006,1.28278005123,201262.0,67530172.0,278.0164,NWI,351.0,573.3936173394615
434,London Stansted Airport,London,United Kingdom,STN,51.8849983215,0.234999999404,9304016.0,67530172.0,278.0164,STN,3228.0,573.3936173394615
435,Exeter International Airport,Exeter,United Kingdom,EXT,50.73440170288086,-3.4138898849487305,217890.0,67530172.0,278.0164,EXT,380.0,573.3936173394615
452,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,-51.82279968261719,-58.44720077514648,1305.0,3377.0,0.2774,MPN,3.0,434.67313712085775
453,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,1148972.0,17097130.0,408.5336,AMS,27398.0,87.2324268144812
454,Maastricht Aachen Airport,Maastricht,Netherlands,MST,50.911701,5.7701400000000005,1483.0,17097130.0,408.5336,MST,17.0,87.2324268144812
455,Eindhoven Airport,Eindhoven,Netherlands,EIN,51.4500999451,5.374529838559999,358966.0,17097130.0,408.5336,EIN,875.0,87.2324268144812
456,Eelde Airport,Groningen,Netherlands,GRQ,53.1197013855,6.579440116880001,11515.0,17097130.0,408.5336,GRQ,132.0,87.2324268144812
461,Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,51.956902,4.43722,1010026.0,17097130.0,408.5336,RTM,592.0,87.2324268144812
466,Cork Airport,Cork,Ireland,ORK,51.84130096435547,-8.491109848022461,69540.0,4882495.0,69.479,ORK,600.0,115.89874492780976
468,Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,1228179.0,4882495.0,69.479,DUB,10597.0,115.89874492780976
469,Ireland West Knock Airport,Connaught,Ireland,NOC,53.9103012084961,-8.818490028381348,22485.0,4882495.0,69.479,NOC,194.0,115.89874492780976
470,Kerry Airport,Kerry,Ireland,KIR,52.18090057373047,-9.52377986907959,13213.0,4882495.0,69.479,KIR,114.0,115.89874492780976
471,Shannon Airport,Shannon,Ireland,SNN,52.702,-8.92482,40681.0,4882495.0,69.479,SNN,351.0,115.89874492780976
473,Waterford Airport,Waterford,Ireland,WAT,52.18719863891602,-7.086959838867188,5100.0,4882495.0,69.479,WAT,44.0,115.89874492780976
474,Aarhus Airport,Aarhus,Denmark,AAR,56.2999992371,10.619000434899998,18648.0,5771876.0,133.9369,AAR,224.0,83.2499690861877
475,Billund Airport,Billund,Denmark,BLL,55.7402992249,9.15178012848,118049.0,5771876.0,133.9369,BLL,1418.0,83.2499690861877
476,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.617900848389,12.656000137329,1346485.0,5771876.0,133.9369,CPH,16174.0,83.2499690861877
477,Esbjerg Airport,Esbjerg,Denmark,EBJ,55.525902,8.5534,2331.0,5771876.0,133.9369,EBJ,28.0,83.2499690861877
478,Karup Airport,Karup,Denmark,KRP,56.29750061035156,9.124629974365234,9241.0,5771876.0,133.9369,KRP,111.0,83.2499690861877
483,Bornholm Airport,Ronne,Denmark,RNN,55.06330108642578,14.759599685668944,15485.0,5771876.0,133.9369,RNN,186.0,83.2499690861877
484,Sønderborg Airport,Soenderborg,Denmark,SGD,54.96440124511719,9.791729927062988,13986.0,5771876.0,133.9369,SGD,168.0,83.2499690861877
488,Vagar Airport,Vagar,Faroe Islands,FAE,62.0635986328125,-7.277219772338867,43902.0,48678.0,34.9447,FAE,101.0,434.67313712085775
490,Aalborg Airport,Aalborg,Denmark,AAL,57.0927589138,9.84924316406,90909.0,5771876.0,133.9369,AAL,1092.0,83.2499690861877
491,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.204444400000001,1134932.0,615729.0,238.1009,LUX,2611.0,434.67313712085775
492,Ålesund Airport,Alesund,Norway,AES,62.5625,6.119699954986572,58887.0,5378857.0,16.6116,AES,780.0,75.49492532985356
493,Andøya Airport,Andoya,Norway,ANX,69.292503356934,16.144199371338,9211.0,5378857.0,16.6116,ANX,122.0,75.49492532985356
494,Alta Airport,Alta,Norway,ALF,69.976097106934,23.371700286865,39182.0,5378857.0,16.6116,ALF,519.0,75.49492532985356
495,Brønnøysund Airport,Bronnoysund,Norway,BNN,65.461097717285,12.217499732971,7701.0,5378857.0,16.6116,BNN,102.0,75.49492532985356
496,Bodø Airport,Bodo,Norway,BOO,67.26920318603516,14.365300178527832,137930.0,5378857.0,16.6116,BOO,1827.0,75.49492532985356
497,Bergen Airport Flesland,Bergen,Norway,BGO,60.29339981,5.218140125,404804.0,5378857.0,16.6116,BGO,5362.0,75.49492532985356
498,Båtsfjord Airport,Batsfjord,Norway,BJF,70.60050201416,29.691400527954,6795.0,5378857.0,16.6116,BJF,90.0,75.49492532985356
499,Kristiansand Airport,Kristiansand,Norway,KRS,58.204201,8.08537,66361.0,5378857.0,16.6116,KRS,879.0,75.49492532985356
501,Bardufoss Airport,Bardufoss,Norway,BDU,69.055801391602,18.540399551392,5134.0,5378857.0,16.6116,BDU,68.0,75.49492532985356
502,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938,40994.0,5378857.0,16.6116,EVE,543.0,75.49492532985356
503,Leirin Airport,Fagernes,Norway,VDB,61.015598297119,9.2880601882935,1661.0,5378857.0,16.6116,VDB,22.0,75.49492532985356
504,Florø Airport,Floro,Norway,FRO,61.583599090576,5.0247201919556,15854.0,5378857.0,16.6116,FRO,210.0,75.49492532985356
505,Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502,1041377.0,5378857.0,16.6116,OSL,13794.0,75.49492532985356
506,Haugesund Airport,Haugesund,Norway,HAU,59.34529876709001,5.208360195159901,30802.0,5378857.0,16.6116,HAU,408.0,75.49492532985356
507,Hasvik Airport,Hasvik,Norway,HAA,70.486701965332,22.139699935913,5134.0,5378857.0,16.6116,HAA,68.0,75.49492532985356
508,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.111801147461,7.824520111084,15703.0,5378857.0,16.6116,KSU,208.0,75.49492532985356
509,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,69.725799560547,29.891300201416,21743.0,5378857.0,16.6116,KKN,288.0,75.49492532985356
511,Molde Airport,Molde,Norway,MOL,62.744701385498,7.262499809265099,29217.0,5378857.0,16.6116,MOL,387.0,75.49492532985356
512,Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,65.78399658203101,13.214900016785,9966.0,5378857.0,16.6116,MJF,132.0,75.49492532985356
513,Banak Airport,Lakselv,Norway,LKL,70.068801879883,24.973499298096,5814.0,5378857.0,16.6116,LKL,77.0,75.49492532985356
515,Ørland Airport,Orland,Norway,OLA,63.69889831542969,9.604000091552734,8456.0,5378857.0,16.6116,OLA,112.0,75.49492532985356
516,Røros Airport,Roros,Norway,RRS,62.57839965820301,11.342300415039,5663.0,5378857.0,16.6116,RRS,75.0,75.49492532985356
517,"Moss Airport, Rygge",Rygge,Norway,RYG,59.378817000000005,10.785439,61453.0,5378857.0,16.6116,RYG,814.0,75.49492532985356
518,"Svalbard Airport, Longyear",Svalbard,Norway,LYR,78.246101379395,15.465600013733,5436.0,5378857.0,16.6116,LYR,72.0,75.49492532985356
519,Skien Airport,Skien,Norway,SKE,59.18500137329102,9.566940307617188,1661.0,5378857.0,16.6116,SKE,22.0,75.49492532985356
520,Stord Airport,Stord,Norway,SRP,59.79190063476562,5.340849876403809,4908.0,5378857.0,16.6116,SRP,65.0,75.49492532985356
521,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,65.95680236816399,12.468899726868,7399.0,5378857.0,16.6116,SSJ,98.0,75.49492532985356
